      1 
Mozilla/4.0 (compatible; MSIE 6.0; MSIE 5.5; Windows NT 5.1) Opera 7.01 [en]	5
Mozilla/4.0 (compatible; MSIE 6.0; Win32) WebWasher 3.0	1
Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)	79
Mozilla/4.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90)	1
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)	50
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; FunWebProducts-MyWay; (R1 1.3); .NET CLR 1.1.4322)	1
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	5
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; InfoPath.2)	4
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) ; .NET CLR 2.0.50727 ; .NET CLR 4.0.30319)	1
Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	1
Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2)	2
Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; InfoPath.1; .NET CLR 2.0.50727; .NET CLR 1.1.4322; MS-RTC LM 8; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)	8
Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; WOW64; .NET CLR 2.0.50727; .NET CLR 1.1.4322; .NET CLR 3.0.04506.30; .NET CLR 3.0.04506.648; .NET CLR 3.5.21022; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET4.0E)	16
Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)	1078
Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)	1
Mozilla/4.0 (compatible; MSIE 7.0b; Windows NT 6.0)	2
Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	182
Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.1)	2
Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0; GTB6; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.5.30729; .NET CLR 3.0.30618; YTB730; IEMB3)	10
Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; GTB7.5; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C)	30
Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0)	4
Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; MDDC)	8
Mozilla/4.0 (compatible; Opera/3.0; Windows 4.10) 3.51 [en]	1
Mozilla/4.0 (compatible;)	8
Mozilla/4.0 compatible ZyBorg/1.0	1
Mozilla/5.0	1
Mozilla/5.0 ()	73
Mozilla/5.0 (Android; Linux armv7l; rv:9.0) Gecko/20111216 Firefox/9.0 Fennec/9.0	17
Mozilla/5.0 (Android; Mobile; rv:26.0) Gecko/26.0 Firefox/26.0	22
Mozilla/5.0 (Linux; Android 4.0.4; F-04E Build/V16R33D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.59 Mobile Safari/537.36	4
Mozilla/5.0 (Linux; Android 4.0.4; LGL21 Build/IMM76L) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.170 Mobile Safari/537.36	26
Mozilla/5.0 (Linux; Android 4.0.4; SC-01D Build/IMM76D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.136 Safari/537.36	5
Mozilla/5.0 (Linux; Android 4.0.4; SO-01E Build/9.0.G.1.76) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.166 Mobile Safari/535.19	24
Mozilla/5.0 (Linux; Android 4.0.4; SO-02D Build/6.1.F.0.117) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.72 Mobile Safari/537.36 OPR/19.0.1340.69721	3
Mozilla/5.0 (Linux; Android 4.0.4; SO-03D Build/6.1.F.0.128) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.166 Mobile Safari/537.36 OPR/20.0.1396.73172	4
Mozilla/5.0 (Linux; Android 4.1.1; HTL21 Build/JRO03C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.92 Mobile Safari/537.36	22
Mozilla/5.0 (Linux; Android 4.1.1; HTL21 Build/JRO03C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.136 Mobile Safari/537.36	23
Mozilla/5.0 (Linux; Android 4.1.1; HTL21 Build/JRO03C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.114 Mobile Safari/537.36	5
Mozilla/5.0 (Linux; Android 4.1.1; SC-03E Build/JRO03C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.136 Mobile Safari/537.36	5
Mozilla/5.0 (Linux; Android 4.1.2; F-02E Build/V19R50D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.99 Mobile Safari/537.36	17
Mozilla/5.0 (Linux; Android 4.1.2; GL07S Build/HuaweiU9700L) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.136 Mobile Safari/537.36	2
Mozilla/5.0 (Linux; Android 4.1.2; L-01E Build/JZO54K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.114 Mobile Safari/537.36	5
Mozilla/5.0 (Linux; Android 4.1.2; N-04E Build/A1002601) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.166 Mobile Safari/535.19	20
Mozilla/5.0 (Linux; Android 4.1.2; SOL21 Build/9.1.D.0.401) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.136 Mobile Safari/537.36	4
Mozilla/5.0 (Linux; Android 4.1.2; SOL21 Build/9.1.D.0.401) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.166 Mobile Safari/537.36	38
Mozilla/5.0 (Linux; Android 4.2.2; F-01F Build/V30R61B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.114 Mobile Safari/537.36	14
Mozilla/5.0 (Linux; Android 4.2.2; Galaxy Nexus Build/JDQ39) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.114 Mobile Safari/537.36	5
Mozilla/5.0 (Linux; Android 4.2.2; HTL22 Build/JDQ39) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.114 Mobile Safari/537.36	20
Mozilla/5.0 (Linux; Android 4.2.2; LGL22 Build/JDQ39B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.114 Mobile Safari/537.36	9
Mozilla/5.0 (Linux; Android 4.2.2; SO-01F Build/14.1.H.1.281) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.136 Mobile Safari/537.36	4
Mozilla/5.0 (Linux; Android 4.2.2; SO-02E Build/10.3.1.B.0.256) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.99 Mobile Safari/537.36	9
Mozilla/5.0 (Linux; Android 4.2.2; SO-02E Build/10.3.1.B.0.256) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.136 Mobile Safari/537.36	2
Mozilla/5.0 (Linux; Android 4.2.2; SO-02E Build/10.3.1.B.0.256) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.114 Mobile Safari/537.36	31
Mozilla/5.0 (Linux; Android 4.2.2; SO-02F Build/14.1.H.1.281) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.136 Mobile Safari/537.36	13
Mozilla/5.0 (Linux; Android 4.2.2; SO-02F Build/14.1.H.1.281) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.170 Mobile Safari/537.36	46
Mozilla/5.0 (Linux; Android 4.2.2; SO-04E Build/10.3.1.B.0.256) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.114 Mobile Safari/537.36	8
Mozilla/5.0 (Linux; Android 4.2.2; SOL22 Build/10.3.1.D.0.220) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.136 Mobile Safari/537.36	40
Mozilla/5.0 (Linux; Android 4.2.2; SOL22 Build/10.3.1.D.0.220) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.166 Mobile Safari/537.36	41
Mozilla/5.0 (Linux; Android 4.2.2; SOL22 Build/10.3.1.D.0.220) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.170 Mobile Safari/537.36	42
Mozilla/5.0 (Linux; Android 4.2.2; SOL22 Build/10.3.1.D.0.220) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.114 Mobile Safari/537.36	39
Mozilla/5.0 (Linux; Android 4.2.2; SOL23 Build/14.1.C.3.81) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.136 Mobile Safari/537.36	9
Mozilla/5.0 (Linux; Android 4.2.2; SOL23 Build/14.1.C.3.93) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.114 Mobile Safari/537.36	8
Mozilla/5.0 (Linux; Android 4.2.2; WX10K Build/103.0.2f30) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.170 Mobile Safari/537.36	4
Mozilla/5.0 (Linux; Android 4.4.2; Nexus 4 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.170 Mobile Safari/537.36	25
Mozilla/5.0 (Linux; Android 4.4.2; Nexus 5 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.136 Mobile Safari/537.36	4
Mozilla/5.0 (Linux; Android 4.4.2; Nexus 5 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.114 Mobile Safari/537.36	15
Mozilla/5.0 (Linux; Android 4.4.2; Nexus 7 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.166 Safari/537.36	14
Mozilla/5.0 (Linux; Android 4.4.2; Nexus 7 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.114 Safari/537.36	13
Mozilla/5.0 (Linux; U; Android 2.3.4; ja-jp; 101K Build/162.6.0256) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1	58
Mozilla/5.0 (Linux; U; Android 2.3.4; ja-jp; ISW11M Build/4.5.1A-1_KDI-95_MR4-3) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1	34
Mozilla/5.0 (Linux; U; Android 2.3.4; ja-jp; SBM003SH Build/S4130) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1	4
Mozilla/5.0 (Linux; U; Android 2.3.4; ja-jp; WX04K Build/147.2.0000) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1	8
Mozilla/5.0 (Linux; U; Android 2.3.5; ja-jp; F-07D Build/V18R25A) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1	18
Mozilla/5.0 (Linux; U; Android 2.3.5; ja-jp; ISW11F Build/FGK500) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1	5
Mozilla/5.0 (Linux; U; Android 2.3.5; ja-jp; ISW11K Build/146.0.0002) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1	59
Mozilla/5.0 (Linux; U; Android 2.3.5; ja-jp; P-02D Build/GRJ90) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1	2
Mozilla/5.0 (Linux; U; Android 2.3.5; ja-jp; SH-06D Build/S7231) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1	5
Mozilla/5.0 (Linux; U; Android 2.3.7; ja-jp; SonyEricssonIS12S Build/6.0.D.0.274) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1	32
Mozilla/5.0 (Linux; U; Android 4.0.3; ja-jp; F-05D Build/V11R40A) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	14
Mozilla/5.0 (Linux; U; Android 4.0.3; ja-jp; F-05D Build/V13R42C) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	12
Mozilla/5.0 (Linux; U; Android 4.0.3; ja-jp; F-09D Build/V22R29C) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	18
Mozilla/5.0 (Linux; U; Android 4.0.4; en-us; NW-Z1000Series Build/E201) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	36
Mozilla/5.0 (Linux; U; Android 4.0.4; ja-jp; 201M Build/7.7.1Q-164_SMJ-165) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	4
Mozilla/5.0 (Linux; U; Android 4.0.4; ja-jp; IS15SH Build/S2201) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	5
Mozilla/5.0 (Linux; U; Android 4.0.4; ja-jp; ISW11SC Build/IMM76D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	6
Mozilla/5.0 (Linux; U; Android 4.0.4; ja-jp; KYL21 Build/020.0.3d30) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	4
Mozilla/5.0 (Linux; U; Android 4.0.4; ja-jp; LGL21 Build/IMM76L) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	6
Mozilla/5.0 (Linux; U; Android 4.0.4; ja-jp; N-05D Build/A2005601) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	4
Mozilla/5.0 (Linux; U; Android 4.0.4; ja-jp; NW-Z1000Series Build/E202) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	14
Mozilla/5.0 (Linux; U; Android 4.0.4; ja-jp; SBM106SH Build/S0028) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	12
Mozilla/5.0 (Linux; U; Android 4.0.4; ja-jp; SC-03D Build/IMM76D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 YJApp-ANDROID jp.co.yahoo.android.yjtop/2.3.13	4
Mozilla/5.0 (Linux; U; Android 4.0.4; ja-jp; SH-01D Build/S2050) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	31
Mozilla/5.0 (Linux; U; Android 4.0.4; ja-jp; SH-01EVW Build/SC240) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	5
Mozilla/5.0 (Linux; U; Android 4.0.4; ja-jp; SH-03F Build/S3060) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	20
Mozilla/5.0 (Linux; U; Android 4.0.4; ja-jp; SonyEricssonIS12S Build/6.1.D.1.103) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	44
Mozilla/5.0 (Linux; U; Android 4.0.4; ja-jp; SonyEricssonSO-03D Build/6.1.F.0.128) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	60
Mozilla/5.0 (Linux; U; Android 4.0.4; ja-jp; T-02D Build/V20R52A) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	97
Mozilla/5.0 (Linux; U; Android 4.1.1; ja-jp; HTL21 Build/JRO03C) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	60
Mozilla/5.0 (Linux; U; Android 4.1.1; ja-jp; HTX21 Build/JRO03C) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	23
Mozilla/5.0 (Linux; U; Android 4.1.1; ja-jp; SC-02E Build/JRO03C) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	26
Mozilla/5.0 (Linux; U; Android 4.1.1; ja-jp; SC-03E Build/JRO03C) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	14
Mozilla/5.0 (Linux; U; Android 4.1.1; ja-jp; WALKMAN Build/icx1237_G110) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	4
Mozilla/5.0 (Linux; U; Android 4.1.2; en-us; SH-04E Build/S6181) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	5
Mozilla/5.0 (Linux; U; Android 4.1.2; ja-jp; 201K Build/118.0.1f00) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	133
Mozilla/5.0 (Linux; U; Android 4.1.2; ja-jp; F-02E Build/V19R50D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	22
Mozilla/5.0 (Linux; U; Android 4.1.2; ja-jp; FJL21 Build/V07R30B) AppleWebKit/537.16 (KHTML, like Gecko) Version/4.0 Mobile Safari/537.16	9
Mozilla/5.0 (Linux; U; Android 4.1.2; ja-jp; FJL21 Build/V08R31A) AppleWebKit/537.16 (KHTML, like Gecko) Version/4.0 Mobile Safari/537.16	11
Mozilla/5.0 (Linux; U; Android 4.1.2; ja-jp; L-01E Build/JZO54K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	204
Mozilla/5.0 (Linux; U; Android 4.1.2; ja-jp; L-05D Build/JZO54K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	5
Mozilla/5.0 (Linux; U; Android 4.1.2; ja-jp; N-07D Build/A1202301) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 YJApp-ANDROID jp.co.yahoo.android.yjtop/2.3.21	121
Mozilla/5.0 (Linux; U; Android 4.1.2; ja-jp; N-07D Build/A1202301) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 YJApp-ANDROID jp.co.yahoo.android.yjtop/2.3.23	32
Mozilla/5.0 (Linux; U; Android 4.1.2; ja-jp; N-07D Build/A1202301) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 YJApp-ANDROID jp.co.yahoo.android.yjtop/2.4.0	25
Mozilla/5.0 (Linux; U; Android 4.1.2; ja-jp; P-02E Build/JZO54K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	93
Mozilla/5.0 (Linux; U; Android 4.1.2; ja-jp; SBM203SH Build/S0024) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	27
Mozilla/5.0 (Linux; U; Android 4.1.2; ja-jp; SC-06D Build/JZO54K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	125
Mozilla/5.0 (Linux; U; Android 4.1.2; ja-jp; SH-02E Build/S2100) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	28
Mozilla/5.0 (Linux; U; Android 4.1.2; ja-jp; SH-02E Build/SC050) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	4
Mozilla/5.0 (Linux; U; Android 4.1.2; ja-jp; SH-04E Build/S6181) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	3
Mozilla/5.0 (Linux; U; Android 4.1.2; ja-jp; SH-10D Build/S7080) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	4
Mozilla/5.0 (Linux; U; Android 4.1.2; ja-jp; SonySO-02E Build/10.1.D.0.343) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	134
Mozilla/5.0 (Linux; U; Android 4.1.2; ja-jp; SonySO-03E Build/10.1.E.0.305) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30	24
Mozilla/5.0 (Linux; U; Android 4.1.2; ja-jp; SonySO-04D Build/9.1.C.1.103) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	4
Mozilla/5.0 (Linux; U; Android 4.1.2; ja-jp; SonySO-04E Build/10.1.1.D.2.31) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	4
Mozilla/5.0 (Linux; U; Android 4.1.2; ja-jp; SonySOL21 Build/9.1.D.0.401) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	24
Mozilla/5.0 (Linux; U; Android 4.1.2; ja-jp; SonySOL22 Build/10.2.F.3.43) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	5
Mozilla/5.0 (Linux; U; Android 4.2.2; en-ca; SonySO-02E Build/10.3.1.B.0.256) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	30
Mozilla/5.0 (Linux; U; Android 4.2.2; ja-jp; F-04E Build/V10R41A) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	4
Mozilla/5.0 (Linux; U; Android 4.2.2; ja-jp; F-07E Build/V19R38A) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	23
Mozilla/5.0 (Linux; U; Android 4.2.2; ja-jp; HTL22 Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	193
Mozilla/5.0 (Linux; U; Android 4.2.2; ja-jp; KYY21 Build/100.0.2480) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	46
Mozilla/5.0 (Linux; U; Android 4.2.2; ja-jp; KYY21 Build/206.0.1100) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	12
Mozilla/5.0 (Linux; U; Android 4.2.2; ja-jp; SH-02F Build/S1070) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	26
Mozilla/5.0 (Linux; U; Android 4.2.2; ja-jp; SHL22 Build/S6290) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	5
Mozilla/5.0 (Linux; U; Android 4.2.2; ja-jp; SHL22 Build/SC240) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	2
Mozilla/5.0 (Linux; U; Android 4.2.2; ja-jp; SHL24 Build/S2040) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	17
Mozilla/5.0 (Linux; U; Android 4.2.2; ja-jp; SO-02E Build/10.3.1.B.0.256) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 YJApp-ANDROID jp.co.yahoo.android.yjtop/2.3.19	4
Mozilla/5.0 (Linux; U; Android 4.2.2; ja-jp; SO-02F Build/14.1.H.1.281) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	8
Mozilla/5.0 (Linux; U; Android 4.2.2; ja-jp; SO-04E Build/10.3.1.B.0.256) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	5
Mozilla/5.0 (Linux; U; Android 4.2.2; ja-jp; SonySO-02E Build/10.3.1.B.0.256) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	16
Mozilla/5.0 (Linux; U; Android 4.2.2; ja-jp; SonySO-02F Build/14.1.H.1.281) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	140
Mozilla/5.0 (Linux; U; Android 4.2.2; ja-jp; SonySO-02F Build/14.1.H.2.119) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	143
Mozilla/5.0 (Linux; U; Android 4.2.2; ja-jp; SonySO-04E Build/10.3.1.B.0.256) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30	17
